wweaicatnumfood,wweaicatdescfood,parentfoodcode,parentfooddesc,ffbin1,ffcont1,ffcont1fdd,ffbin9,ffcont9,ffcont9fdd,ingseq,ingcode,ingdesc,ingretcode,ingfoodprop,ingfermscore,fibin1,fibin9,fddfermweight,foodcodesource,fooddescsource,manualmatch,fddfermweight_avg,_merge,fermpropfddweight,lmcat
2804,Nuts and seeds,42110050,"Mixed nuts, unroasted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110050,"Mixed nuts, unroasted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110050,"Mixed nuts, unroasted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110050,"Mixed nuts, unroasted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110050,"Mixed nuts, unroasted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,21,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,16,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,14,16390,"Peanuts, all types, dry-roasted, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,15,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,19,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,18,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,17,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110100,"Mixed nuts, with peanuts, salted",0,0,0,0,0,0,20,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,19,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,21,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,18,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,14,16390,"Peanuts, all types, dry-roasted, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,15,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,20,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,16,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,17,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110110,"Mixed nuts, with peanuts, lightly salted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,20,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,14,16390,"Peanuts, all types, dry-roasted, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,17,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,16,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,18,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,15,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,19,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110120,"Mixed nuts, with peanuts, unsalted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,14,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110150,"Mixed nuts, without peanuts, salted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110160,"Mixed nuts, without peanuts, unsalted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,21,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,5,12142,"Nuts, pecans, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,6,12152,"Nuts, pistachio nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,16,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,10,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,18,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,8,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,15,19335,"Sugars, granulated",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,1,12063,"Nuts, almonds, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,4,12120,"Nuts, hazelnuts or filberts",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,2,12085,"Nuts, cashew nuts, dry roasted, without salt added",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,22,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,17,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,12,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,13,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,7,12155,"Nuts, walnuts, English, halves, raw",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,14,16390,"Peanuts, all types, dry-roasted, without salt",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,9,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,20,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,3,12078,"Nuts, brazilnuts, dried, unblanched",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,11,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42110300,"Mixed nuts, honey roasted",0,0,0,0,0,0,19,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111000,"Peanuts, NFS",0,0,0,0,0,0,1,16090,"Peanuts, all types, dry-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111030,"Peanuts, boiled",0,0,0,0,0,0,1,16088,"Peanuts, all types, cooked, boiled, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111040,"Peanuts, unroasted",0,0,0,0,0,0,1,16087,"Peanuts, all types, raw",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111100,"Peanuts, roasted, salted",0,0,0,0,0,0,1,16089,"Peanuts, all types, oil-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111110,"Peanuts, roasted, unsalted",0,0,0,0,0,0,1,16389,"Peanuts, all types, oil-roasted, without salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111200,"Peanuts, dry roasted, salted",0,0,0,0,0,0,1,16090,"Peanuts, all types, dry-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111205,"Peanuts, dry roasted, lightly salted",0,0,0,0,0,0,2,2047,"Salt, table",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111205,"Peanuts, dry roasted, lightly salted",0,0,0,0,0,0,1,16390,"Peanuts, all types, dry-roasted, without salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111210,"Peanuts, dry roasted, unsalted",0,0,0,0,0,0,1,16390,"Peanuts, all types, dry-roasted, without salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,6,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,6,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,6,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,2,19335,"Sugars, granulated",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,2,19335,"Sugars, granulated",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,2,19335,"Sugars, granulated",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,8,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,8,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,8,100262,"Oil, sunflower",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,3,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,3,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,3,4044,"Oil, soybean",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,1,16090,"Peanuts, all types, dry-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,1,16090,"Peanuts, all types, dry-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,1,16090,"Peanuts, all types, dry-roasted, with salt",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,4,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,4,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,4,4518,"Oil, corn",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,5,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,5,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,5,4582,"Oil, canola",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,7,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,7,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42111500,"Peanuts, honey roasted",0,0,0,0,0,0,7,100258,"Oil, olive, extra light",0,0,0,0,0,0,,,,,Master only (1),0,1
2804,Nuts and seeds,42112000,"Pecans, NFS",0,0,0,0,0,0,1,12142,"Nuts, pecans, halves, raw",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42112100,"Pecans, unroasted",0,0,0,0,0,0,1,12142,"Nuts, pecans, halves, raw",0,1,0,0,0,0,,,,,Master only (1),1,1
2804,Nuts and seeds,42112200,"Pecans, salted",0,0,0,0,0,0,5,4063,"Oil, olive, extra virgin",0,0,0,0,0,0,,,,,Master only (1),0,1
